age,education,marital_status,employment_type,employment_length_years,annual_income,credit_history_length,num_open_accounts,credit_limit,credit_utilization,existing_debt,num_late_payments_12m,num_credit_inquiries_6m,loan_amount_requested,home_ownership,purpose,default
37,bachelors,married,salaried,6.9,45934.88,13,1,15516.4,0.399,7742.78,3,1,6064.37,MORTGAGE,home_improvement,1
40,bachelors,single,salaried,3.0,31226.35,17,3,18172.33,0.326,7160.26,1,1,10272.65,MORTGAGE,home_improvement,0
63,bachelors,married,salaried,23.5,37942.01,42,10,29583.23,0.336,17313.61,3,0,3823.07,MORTGAGE,debt_consolidation,0
48,high_school,single,self_employed,7.9,39959.71,27,2,9848.6,0.511,15249.99,3,0,7450.32,MORTGAGE,car,0
58,high_school,single,self_employed,,36471.24,38,7,17708.71,0.165,10926.38,0,1,7638.52,MORTGAGE,home_improvement,0
47,high_school,single,self_employed,9.0,40324.63,22,6,15631.66,0.195,4170.95,2,2,10446.5,OWN,debt_consolidation,0
31,bachelors,single,self_employed,3.8,17906.3,9,7,9985.3,0.298,3427.52,0,1,4919.46,RENT,medical,0
41,phd,divorced,retired,5.0,20707.6,16,6,5332.69,0.525,3261.77,0,0,5615.73,RENT,car,0
43,phd,divorced,salaried,11.2,52391.89,21,2,16554.22,0.452,14080.66,1,1,5977.76,MORTGAGE,car,0
29,high_school,divorced,unemployed,0.0,4436.86,10,3,1437.45,0.381,1957.44,1,1,1241.24,MORTGAGE,credit_card,1
35,high_school,single,salaried,5.3,85353.8,17,4,41511.89,0.253,11504.1,1,2,24808.84,OWN,debt_consolidation,0
38,high_school,single,salaried,4.0,33011.52,19,2,19199.2,0.05,4175.73,1,1,8561.56,MORTGAGE,debt_consolidation,0
59,bachelors,married,salaried,21.5,57028.17,34,7,42154.93,0.237,11017.44,0,0,13112.64,RENT,medical,0
21,masters,widowed,salaried,0.0,24837.04,0,2,9259.89,0.024,7251.18,1,1,3991.34,RENT,car,0
54,masters,married,salaried,8.4,49693.49,33,4,17279.5,0.355,10348.6,0,1,17790.45,RENT,home_improvement,0
29,high_school,single,retired,5.0,12188.47,4,3,5770.9,0.342,2169.96,0,0,977.39,MORTGAGE,car,0
24,high_school,divorced,salaried,0.6,35725.03,5,4,11736.01,0.154,3678.92,1,1,1811.68,RENT,debt_consolidation,0
54,high_school,single,self_employed,6.7,26134.84,30,6,13017.59,0.218,10225.99,2,2,3839.58,MORTGAGE,debt_consolidation,1
49,bachelors,divorced,unemployed,0.0,10120.94,31,8,5751.39,0.192,25458.75,0,0,1344.13,MORTGAGE,credit_card,1
55,masters,widowed,salaried,15.8,74980.19,34,4,31402.25,0.273,14725.77,0,0,25263.14,RENT,other,0
50,bachelors,widowed,salaried,16.3,20606.58,28,9,14157.14,0.775,14607.8,1,6,6743.53,RENT,other,0
65,masters,single,salaried,25.8,38656.28,40,9,32982.29,0.081,3947.76,0,2,2911.91,RENT,medical,0
47,bachelors,married,salaried,12.0,27151.89,25,2,9591.75,0.249,9325.0,0,0,8385.56,RENT,medical,0
38,high_school,married,self_employed,8.5,31928.97,18,2,15669.45,0.243,9071.67,0,0,12673.08,RENT,home_improvement,0
44,high_school,single,salaried,8.7,28979.78,22,3,9398.36,0.252,22589.68,1,1,4009.6,OWN,home_improvement,0
55,high_school,married,salaried,6.0,54747.21,32,5,14082.18,0.248,4629.95,0,1,7929.58,MORTGAGE,debt_consolidation,0
31,masters,married,self_employed,2.1,22553.46,13,8,10332.27,0.152,6192.9,0,3,3352.58,MORTGAGE,car,1
32,masters,single,retired,6.5,21600.84,14,4,13634.97,0.147,3835.47,0,3,2870.48,MORTGAGE,other,0
36,masters,single,salaried,4.9,73462.43,13,1,22990.71,0.386,9995.29,0,0,14104.01,RENT,debt_consolidation,0
21,high_school,single,self_employed,0.0,,0,3,4833.22,0.171,1100.44,4,1,1739.54,RENT,debt_consolidation,1
42,masters,widowed,salaried,5.2,51470.25,23,4,15970.77,0.131,5610.55,0,1,11147.6,OWN,credit_card,0
21,high_school,divorced,unemployed,0.0,7282.67,3,1,2093.15,0.532,3044.76,1,0,1106.68,RENT,car,1
41,high_school,married,salaried,4.4,53155.78,20,3,25995.16,0.389,25584.29,2,0,3762.61,OWN,credit_card,0
50,bachelors,single,retired,14.9,16408.17,29,6,8347.71,0.009,6299.7,1,0,4393.3,OWN,home_improvement,0
34,bachelors,married,salaried,2.9,41227.11,9,1,24304.87,0.031,2349.14,0,2,2768.8,MORTGAGE,debt_consolidation,0
60,masters,single,retired,18.2,38129.66,40,2,19554.46,0.136,3836.98,1,1,10687.68,OWN,credit_card,0
22,bachelors,married,unemployed,0.0,4976.63,1,2,2272.16,0.36,14826.32,1,3,1905.55,MORTGAGE,debt_consolidation,1
54,high_school,married,unemployed,0.0,6339.6,35,3,5364.55,0.235,5051.94,0,0,1609.09,OWN,car,0
48,high_school,divorced,unemployed,0.0,5782.21,23,6,2075.57,0.167,5971.21,2,1,495.31,MORTGAGE,credit_card,1
21,high_school,single,unemployed,0.0,20537.35,0,6,10258.17,0.341,4809.1,1,0,2325.69,RENT,home_improvement,1
73,high_school,single,self_employed,15.7,70743.55,50,4,62204.55,0.333,20898.78,0,3,27069.12,RENT,car,0
39,high_school,divorced,unemployed,0.0,8059.11,14,1,2882.74,0.751,2519.53,2,0,1672.35,MORTGAGE,debt_consolidation,0
29,bachelors,divorced,salaried,1.5,24587.88,10,3,13177.81,0.162,5902.82,1,0,9118.25,MORTGAGE,home_improvement,1
23,high_school,married,retired,5.0,15671.36,5,1,3486.04,0.02,502.27,0,1,4995.82,RENT,credit_card,0
37,masters,single,salaried,7.9,32333.84,15,3,7587.0,0.361,4446.8,1,1,4849.11,RENT,medical,1
38,bachelors,married,self_employed,5.4,47716.31,17,3,31237.73,0.135,6602.63,0,0,10790.68,OWN,debt_consolidation,0
41,high_school,married,self_employed,11.8,47882.61,22,4,28733.8,0.303,14718.14,1,1,12420.97,MORTGAGE,credit_card,1
36,bachelors,divorced,self_employed,7.9,38938.2,15,2,13370.17,0.427,10330.6,1,0,3084.79,MORTGAGE,medical,1
48,bachelors,married,self_employed,7.3,40131.64,25,5,25266.08,0.358,10187.79,0,1,15446.16,OWN,car,0
35,bachelors,single,salaried,7.7,30745.27,12,5,9579.25,0.425,5474.35,0,2,2335.25,OWN,credit_card,0
21,high_school,married,self_employed,0.0,34592.6,0,2,5715.65,0.454,13779.22,1,1,6728.57,MORTGAGE,debt_consolidation,1
38,masters,single,salaried,7.8,49488.32,17,1,18785.0,0.15,7140.01,2,0,16806.33,OWN,debt_consolidation,0
21,high_school,single,salaried,0.0,39974.9,3,4,14198.46,0.242,7636.58,2,0,4805.59,MORTGAGE,other,0
44,masters,married,unemployed,,7285.11,20,1,5008.67,0.297,2405.9,3,0,1318.15,OWN,car,0
28,high_school,single,self_employed,1.2,18297.74,4,3,8071.66,0.654,6009.72,3,0,4658.2,OWN,debt_consolidation,1
42,masters,divorced,unemployed,0.0,13797.58,24,2,7378.62,0.421,4430.59,0,2,4874.88,MORTGAGE,car,1
56,bachelors,married,salaried,13.6,58625.42,31,6,32036.0,0.464,17680.74,2,0,13860.32,MORTGAGE,credit_card,0
29,bachelors,married,salaried,3.3,32270.64,10,3,10144.58,0.156,4651.08,0,0,5214.85,OWN,medical,0
53,high_school,married,salaried,12.2,62939.22,34,3,27867.27,0.031,4139.29,0,1,5427.15,OWN,credit_card,1
35,high_school,widowed,salaried,6.8,21163.29,13,3,10478.42,0.335,11833.77,1,0,5124.61,RENT,home_improvement,1
61,masters,divorced,salaried,6.0,69560.7,37,8,38104.29,0.523,23722.17,0,0,19572.73,MORTGAGE,debt_consolidation,0
36,masters,divorced,salaried,6.1,71147.91,18,4,30609.71,0.22,10086.52,2,2,14458.15,RENT,medical,1
30,bachelors,married,unemployed,0.0,15704.71,11,1,7605.09,0.411,5047.27,2,0,4341.07,MORTGAGE,other,1
48,bachelors,single,salaried,6.6,41901.68,28,4,21277.68,0.007,1371.13,1,0,5654.52,RENT,debt_consolidation,0
35,high_school,married,self_employed,6.3,82916.14,11,1,18944.75,0.121,2678.51,0,1,12579.62,OWN,medical,0
30,bachelors,married,salaried,4.0,34775.15,12,2,20814.53,0.555,15021.21,0,0,12352.0,MORTGAGE,home_improvement,0
34,high_school,single,salaried,5.1,52443.3,16,8,32881.78,0.026,2705.69,0,0,3528.94,RENT,other,0
39,high_school,single,salaried,4.8,27897.23,20,6,13548.69,0.195,5544.22,0,0,7206.65,RENT,other,0
56,bachelors,married,retired,11.8,26082.17,37,7,12157.5,0.324,6180.67,1,1,9036.22,MORTGAGE,debt_consolidation,0
21,bachelors,married,salaried,0.0,42186.56,0,2,12753.82,0.383,9485.37,1,1,9311.55,MORTGAGE,debt_consolidation,0
40,high_school,married,self_employed,9.4,46844.57,17,1,15310.15,0.366,8052.32,0,0,10741.87,MORTGAGE,car,0
47,high_school,married,self_employed,11.1,38818.66,22,2,14441.74,0.531,14538.21,2,0,5172.66,MORTGAGE,credit_card,1
42,bachelors,married,self_employed,4.6,31478.95,17,7,12749.59,0.053,3526.81,0,1,4333.24,RENT,other,0
56,high_school,single,salaried,14.2,100376.07,37,5,81915.82,0.267,25980.13,0,2,9600.03,RENT,credit_card,0
39,masters,married,retired,10.0,25562.28,16,3,15281.06,0.484,13188.51,5,0,4545.55,MORTGAGE,other,1
38,high_school,widowed,self_employed,8.9,34920.15,15,4,14988.82,0.266,5219.99,0,0,10642.29,MORTGAGE,debt_consolidation,0
47,high_school,single,unemployed,0.0,4523.95,29,4,2345.52,0.177,7348.3,1,2,1134.58,MORTGAGE,home_improvement,1
41,masters,married,salaried,11.3,43392.29,22,4,15485.74,0.331,6785.76,1,1,14248.46,RENT,credit_card,0
35,bachelors,single,self_employed,3.3,55279.04,15,1,29200.22,0.244,8232.03,1,0,10863.26,OWN,debt_consolidation,0
46,high_school,single,salaried,11.8,33277.31,28,5,9125.91,0.666,19800.23,2,0,10771.69,OWN,credit_card,1
32,bachelors,married,salaried,4.8,88371.11,12,2,35800.44,0.19,7904.05,2,1,29944.9,MORTGAGE,other,0
33,high_school,married,self_employed,2.0,34649.17,10,2,14759.7,0.282,9486.05,0,2,13169.47,MORTGAGE,debt_consolidation,1
34,bachelors,married,salaried,6.5,29418.12,12,1,8540.58,0.622,12847.2,0,0,6192.51,RENT,credit_card,1
56,bachelors,single,salaried,8.5,91108.44,35,6,65953.0,0.524,37763.25,3,1,28995.83,MORTGAGE,medical,0
21,bachelors,married,salaried,0.0,66093.19,2,3,33876.61,0.15,5420.53,0,0,3967.61,MORTGAGE,debt_consolidation,0
45,bachelors,single,salaried,12.6,69110.47,22,3,31957.64,0.596,21549.46,0,2,7615.88,MORTGAGE,medical,1
40,bachelors,single,retired,9.4,23047.57,20,4,13412.78,0.323,7652.57,1,0,7416.9,MORTGAGE,car,0
21,masters,single,retired,,18774.81,2,4,7933.37,0.233,16726.24,0,1,2635.15,MORTGAGE,medical,0
44,bachelors,divorced,unemployed,0.0,5982.27,22,0,3168.16,0.424,2903.07,2,2,586.85,RENT,credit_card,1
46,bachelors,single,salaried,12.7,49544.46,28,4,30989.41,0.516,17418.91,3,2,4352.0,RENT,car,1
47,bachelors,single,salaried,13.5,50975.68,29,6,39818.52,0.546,23469.33,0,2,13186.72,MORTGAGE,home_improvement,0
21,high_school,married,salaried,0.0,15029.56,0,1,4586.4,0.42,2588.68,1,2,2609.07,RENT,medical,0
56,masters,married,salaried,10.5,66851.76,34,3,36925.06,0.149,35229.69,0,0,12755.05,OWN,medical,0
31,masters,married,salaried,2.9,65996.86,10,2,28753.92,0.09,8105.99,0,0,17032.72,OWN,debt_consolidation,0
48,high_school,married,salaried,,32624.32,24,4,10699.09,0.113,1966.4,0,0,6829.96,OWN,home_improvement,0
49,masters,married,salaried,,66485.21,30,7,47466.03,0.187,12430.7,1,1,16109.09,RENT,home_improvement,0
29,bachelors,single,salaried,3.3,16354.64,9,1,8097.96,0.497,11063.32,0,2,2292.38,MORTGAGE,debt_consolidation,0
48,bachelors,divorced,salaried,11.2,85165.42,27,4,31171.95,0.182,6465.85,1,1,10892.02,OWN,other,0
35,high_school,married,salaried,4.5,23302.65,17,2,14270.98,0.351,12231.65,2,3,4119.07,MORTGAGE,home_improvement,0
21,bachelors,single,salaried,0.0,25240.97,0,3,11306.29,0.156,4268.33,1,1,5318.72,MORTGAGE,medical,0
54,bachelors,married,salaried,12.0,53430.62,31,4,35027.07,0.433,20845.33,2,0,14365.22,OWN,debt_consolidation,0
31,high_school,married,self_employed,4.8,,11,2,13483.78,0.254,4193.76,0,0,3617.42,OWN,car,0
30,bachelors,single,salaried,4.9,47130.5,5,4,19610.0,0.376,11015.64,0,1,7843.03,RENT,home_improvement,0
35,phd,widowed,salaried,6.2,48522.06,13,2,21103.83,0.316,7864.39,0,1,13331.55,RENT,other,0
43,bachelors,married,self_employed,9.5,37591.86,18,9,21600.39,0.554,13075.53,0,2,13297.69,RENT,home_improvement,0
39,bachelors,married,salaried,9.1,,18,3,35158.66,0.296,13511.9,1,1,6759.72,RENT,medical,0
47,bachelors,married,salaried,9.8,17060.23,28,5,8426.6,0.351,4493.75,1,2,2459.55,MORTGAGE,medical,0
24,high_school,single,salaried,1.5,15302.04,4,0,4250.9,0.199,20748.3,1,1,3235.46,MORTGAGE,credit_card,1
31,phd,widowed,salaried,1.9,56010.49,11,3,10597.1,0.503,7804.26,2,0,17306.44,MORTGAGE,car,0
39,masters,married,salaried,4.7,68574.26,21,2,22018.87,0.055,7679.59,0,0,11124.62,OWN,medical,0
63,bachelors,married,salaried,23.8,71552.4,40,7,31143.91,0.15,5381.44,0,0,7660.94,RENT,debt_consolidation,0
39,high_school,married,salaried,4.1,12134.17,17,2,6988.76,0.299,7785.94,0,1,3532.99,MORTGAGE,credit_card,0
53,high_school,divorced,salaried,11.3,32523.04,30,10,14104.06,0.332,9529.04,1,0,6699.73,OWN,debt_consolidation,0
40,high_school,married,salaried,7.0,43212.31,15,2,27612.58,0.046,2809.77,1,0,12058.65,RENT,debt_consolidation,0
34,bachelors,single,salaried,4.4,25262.97,9,0,9468.09,0.092,2228.0,0,0,8077.41,RENT,debt_consolidation,0
37,high_school,married,salaried,8.6,28074.8,14,6,11781.98,0.289,15661.1,2,0,7090.13,MORTGAGE,car,0
38,bachelors,married,salaried,8.3,45329.1,14,3,14739.25,0.018,7724.76,0,0,4052.24,RENT,debt_consolidation,0
47,bachelors,widowed,retired,13.4,24973.17,22,6,14887.22,0.104,4578.5,1,0,8018.99,RENT,medical,0
56,high_school,married,salaried,20.9,47515.7,38,2,23595.66,0.758,22523.48,1,0,15480.68,RENT,credit_card,0
44,bachelors,single,salaried,13.5,39995.78,19,2,16831.86,0.322,6918.25,0,1,2931.08,MORTGAGE,debt_consolidation,0
54,high_school,single,unemployed,0.0,11910.76,35,2,9053.68,0.312,6406.65,1,4,2868.77,MORTGAGE,home_improvement,1
28,masters,married,salaried,2.8,51854.23,7,3,16678.29,0.167,4026.07,0,1,13272.81,OWN,home_improvement,0
35,bachelors,married,unemployed,0.0,12411.86,13,2,5516.23,0.113,4732.23,0,2,1664.31,RENT,debt_consolidation,1
31,high_school,single,salaried,4.8,36269.78,7,1,19348.97,0.368,8587.4,2,0,1993.64,MORTGAGE,medical,0
44,high_school,married,salaried,13.3,47986.88,21,6,20056.74,0.102,18545.22,0,1,17983.12,MORTGAGE,credit_card,0
36,phd,divorced,salaried,8.9,,15,3,11314.81,0.58,7549.61,2,0,12975.51,OWN,credit_card,1
49,bachelors,single,salaried,11.9,39301.24,24,2,9011.08,0.223,10056.75,0,0,10475.28,OWN,home_improvement,0
29,bachelors,married,salaried,3.7,35460.75,5,5,10091.39,0.213,3231.89,0,1,7993.26,MORTGAGE,debt_consolidation,0
41,high_school,single,salaried,5.5,64474.53,22,6,39904.58,0.14,10743.88,0,0,6627.76,MORTGAGE,credit_card,0
48,bachelors,single,retired,6.5,26813.45,28,5,18307.76,0.019,2657.57,1,2,5535.11,RENT,home_improvement,0
21,high_school,single,salaried,0.0,40296.79,0,3,8436.08,0.439,9263.23,0,1,7201.41,MORTGAGE,debt_consolidation,0
65,phd,married,self_employed,11.1,147368.78,41,5,108753.97,0.655,75163.72,1,1,51654.12,RENT,debt_consolidation,0
37,phd,widowed,self_employed,5.2,105740.19,15,2,27464.69,0.764,26485.77,1,0,9726.16,OWN,medical,0
21,bachelors,married,salaried,0.0,45903.51,0,3,12208.26,0.23,8227.58,1,0,14284.7,RENT,other,0
42,phd,single,salaried,12.0,44372.4,20,4,14757.42,0.549,10078.68,0,0,3551.44,MORTGAGE,medical,0
40,high_school,single,retired,11.2,12056.2,18,4,5780.48,0.411,2825.2,0,2,3572.12,OWN,debt_consolidation,1
39,high_school,married,self_employed,4.7,25614.41,16,4,9818.67,0.198,6600.78,1,2,3951.55,OWN,car,0
52,high_school,single,salaried,6.5,56246.32,30,7,35515.74,0.67,26530.17,2,1,9264.14,MORTGAGE,debt_consolidation,1
49,high_school,married,salaried,7.0,33145.28,27,6,20266.96,0.575,15400.34,0,2,2684.29,OWN,medical,0
44,phd,single,salaried,8.8,51639.63,26,1,15541.13,0.405,9582.73,0,1,4008.29,MORTGAGE,car,0
45,high_school,single,salaried,12.1,29809.14,25,5,18238.14,0.483,10720.98,1,0,3064.01,RENT,debt_consolidation,1
39,masters,single,salaried,6.9,60462.68,21,4,33310.85,0.458,24227.62,1,2,17003.26,RENT,car,0
61,masters,married,salaried,22.8,54197.56,41,6,26657.29,0.606,22611.48,2,0,19193.88,RENT,home_improvement,1
22,bachelors,single,salaried,0.4,24027.44,0,3,11229.3,0.381,6516.47,0,2,6960.65,MORTGAGE,credit_card,1
42,high_school,single,salaried,7.7,29651.51,21,7,8274.35,0.581,7027.9,1,1,4354.23,MORTGAGE,other,1
41,high_school,married,salaried,9.9,44780.88,16,7,9021.64,0.714,8453.27,1,2,14159.28,MORTGAGE,other,1
50,high_school,married,self_employed,16.8,22784.18,30,2,8906.57,0.17,2727.04,1,0,6758.96,MORTGAGE,credit_card,0
30,bachelors,widowed,salaried,2.7,33774.75,12,2,17288.48,0.072,2255.69,0,0,3503.76,RENT,debt_consolidation,0
21,bachelors,single,salaried,0.0,24710.03,0,3,8579.07,0.594,24606.82,1,0,6467.12,MORTGAGE,debt_consolidation,1
42,bachelors,single,unemployed,0.0,12751.2,19,5,4199.73,0.405,8578.08,1,0,2119.62,RENT,car,1
43,masters,married,unemployed,0.0,13071.54,20,3,4804.38,0.515,3160.39,0,0,3639.64,MORTGAGE,home_improvement,1
58,bachelors,single,self_employed,13.3,40933.03,34,4,10526.45,0.191,4145.68,1,0,5228.09,OWN,debt_consolidation,0
25,high_school,married,salaried,1.0,51805.3,6,2,10257.51,0.216,5229.7,0,0,18931.66,OWN,car,0
54,masters,single,salaried,15.7,108911.24,36,6,54653.99,0.334,19770.61,1,0,9442.58,RENT,home_improvement,0
68,high_school,divorced,salaried,13.3,46383.73,49,10,44059.11,0.602,29851.98,0,0,12123.59,MORTGAGE,debt_consolidation,1
35,high_school,single,unemployed,0.0,9059.75,16,4,4883.22,0.079,3944.15,0,2,3346.75,MORTGAGE,debt_consolidation,1
25,masters,married,salaried,2.1,30569.53,0,1,14811.01,0.471,8137.85,1,1,4612.77,MORTGAGE,debt_consolidation,1
35,masters,divorced,retired,7.6,28322.51,14,4,9757.22,0.586,10066.36,2,2,9291.46,OWN,debt_consolidation,1
40,masters,divorced,salaried,4.1,131613.55,19,3,33168.08,0.468,17377.14,1,0,45343.08,MORTGAGE,medical,0
47,high_school,married,salaried,7.5,54796.7,29,3,34615.54,0.11,8061.76,2,2,2786.86,MORTGAGE,debt_consolidation,0
33,bachelors,widowed,salaried,4.6,24572.14,14,3,13854.27,0.178,16527.97,0,1,8595.38,RENT,debt_consolidation,0
59,high_school,married,salaried,20.2,47870.59,40,4,26501.6,0.095,4487.03,0,0,16442.64,MORTGAGE,home_improvement,0
27,phd,single,unemployed,0.0,12263.38,2,1,6340.67,0.224,5820.68,1,0,985.73,RENT,medical,1
21,high_school,divorced,salaried,0.0,26877.24,3,3,8872.7,0.886,14374.95,0,0,1860.68,MORTGAGE,car,1
53,high_school,married,salaried,11.3,71885.49,32,7,47792.54,0.062,5733.54,1,0,12965.19,OWN,debt_consolidation,0
21,masters,single,salaried,0.0,26474.82,0,2,4434.86,0.065,3135.45,0,1,3400.42,OWN,medical,1
38,phd,married,salaried,5.0,54103.58,14,5,25558.85,0.063,5080.56,1,0,13380.05,RENT,credit_card,0
75,bachelors,married,salaried,26.5,35901.29,54,6,13153.53,0.027,5597.76,0,1,13688.43,RENT,car,0
40,high_school,divorced,salaried,9.1,34472.96,20,3,16435.87,0.159,3273.48,0,0,12758.74,OWN,credit_card,1
27,bachelors,divorced,salaried,3.3,33001.5,6,2,6597.49,0.079,2674.27,2,1,5691.51,RENT,credit_card,0
39,masters,single,salaried,7.5,106027.56,21,3,42419.22,0.123,7308.41,0,1,28634.81,RENT,medical,0
39,bachelors,single,retired,8.9,16062.19,19,3,7635.68,0.362,4538.37,1,2,6022.09,MORTGAGE,car,0
42,high_school,married,salaried,7.1,45292.17,20,5,23744.12,0.527,14560.61,0,0,11362.54,RENT,debt_consolidation,0
48,high_school,married,self_employed,8.3,15826.58,28,6,9197.21,0.351,7585.22,2,0,3956.25,MORTGAGE,car,0
28,masters,single,self_employed,2.1,91164.93,8,4,21336.65,0.319,9360.89,1,0,24471.02,RENT,credit_card,0
60,bachelors,single,unemployed,0.0,13276.16,36,6,9800.42,0.601,9416.48,1,1,3010.17,OWN,debt_consolidation,1
43,bachelors,single,salaried,7.6,43951.31,20,6,12047.37,0.506,7242.36,0,1,16263.96,RENT,debt_consolidation,0
49,bachelors,married,salaried,14.4,42216.87,24,5,23755.18,0.408,11639.78,1,4,3336.34,RENT,car,1
32,bachelors,single,salaried,1.7,41226.66,9,2,14278.77,0.577,8761.03,0,1,12278.92,MORTGAGE,home_improvement,0
55,phd,single,salaried,13.9,60201.06,36,2,34511.93,0.795,29465.95,2,2,12937.32,RENT,car,0
37,high_school,married,salaried,3.6,32037.44,15,3,11875.05,0.097,5119.52,0,0,3407.21,MORTGAGE,credit_card,0
43,bachelors,single,salaried,10.7,67109.68,19,7,19921.01,0.054,5993.23,0,0,26810.44,MORTGAGE,credit_card,0
29,high_school,single,self_employed,1.7,25364.99,7,3,12811.8,0.26,3747.16,0,1,5123.91,MORTGAGE,car,0
28,high_school,divorced,salaried,1.6,23316.67,10,2,11363.77,0.276,3742.37,0,2,4848.85,RENT,car,0
48,masters,married,unemployed,0.0,13258.48,28,7,7477.5,0.218,7079.81,0,1,1133.32,OWN,other,1
35,masters,single,salaried,4.9,,15,4,42788.29,0.426,22017.44,0,1,8263.83,RENT,car,0
30,bachelors,divorced,salaried,4.0,31927.87,10,3,9242.34,0.214,4413.35,0,1,4379.77,MORTGAGE,debt_consolidation,0
32,high_school,single,self_employed,3.1,26301.71,8,4,7004.09,0.219,6140.57,1,1,4810.13,RENT,debt_consolidation,0
48,high_school,married,salaried,4.6,38341.41,26,5,19530.42,0.037,3602.69,0,0,2903.08,RENT,debt_consolidation,0
32,masters,married,retired,6.3,36232.72,9,2,20059.09,0.315,11665.64,0,0,2665.55,MORTGAGE,debt_consolidation,0
39,high_school,married,salaried,9.7,19941.45,16,7,11992.17,0.246,7127.48,1,1,6962.5,RENT,credit_card,0
40,masters,married,retired,6.8,37129.29,22,5,13993.8,0.607,19079.72,1,1,9753.68,OWN,debt_consolidation,0
21,high_school,single,salaried,0.0,25343.92,0,1,9088.64,0.359,5189.21,0,1,5347.0,MORTGAGE,debt_consolidation,0
22,masters,married,self_employed,0.5,47038.37,3,0,20760.09,0.696,32763.37,1,1,15847.96,MORTGAGE,credit_card,0
44,masters,married,salaried,9.3,55602.17,24,7,32927.09,0.284,10807.56,1,1,17622.34,OWN,car,0
31,high_school,married,salaried,3.9,27743.81,11,2,8321.54,0.56,8829.94,1,2,6133.27,RENT,other,0
53,masters,married,salaried,14.2,80100.45,30,7,35101.81,0.244,11498.92,0,0,16124.69,RENT,credit_card,0
52,high_school,married,salaried,14.7,22106.38,28,4,8461.18,0.39,5759.56,0,0,7614.48,RENT,credit_card,0
49,high_school,married,salaried,14.5,27515.41,26,4,8623.22,0.154,4381.63,0,0,3077.69,RENT,debt_consolidation,0
62,bachelors,married,self_employed,16.7,32410.43,44,5,10685.17,0.403,8885.7,1,1,10959.96,RENT,debt_consolidation,1
39,bachelors,single,self_employed,8.7,81588.89,16,5,49132.83,0.494,26336.11,0,3,29437.46,RENT,car,0
48,high_school,divorced,salaried,6.3,55953.75,24,2,35457.08,0.198,8820.73,1,2,13688.17,OWN,debt_consolidation,1
33,bachelors,divorced,salaried,5.8,16627.14,9,2,5771.42,0.073,634.39,0,1,2455.04,RENT,debt_consolidation,0
69,high_school,widowed,salaried,8.5,48308.87,45,9,39079.75,0.518,21985.66,2,1,18419.05,RENT,home_improvement,0
64,high_school,married,salaried,19.2,39415.41,43,6,20437.4,0.248,7461.21,0,0,15207.42,MORTGAGE,debt_consolidation,0
40,bachelors,married,salaried,8.9,49213.36,22,0,11537.18,0.223,4207.54,1,0,5248.85,OWN,other,1
45,bachelors,divorced,self_employed,14.0,53323.81,23,2,18037.41,0.264,6496.63,1,1,10172.62,OWN,debt_consolidation,0
56,bachelors,single,self_employed,11.9,52380.97,35,5,38063.15,0.309,40408.05,0,0,8486.08,RENT,car,0
38,bachelors,divorced,salaried,3.4,37887.18,19,1,21974.2,0.213,5531.8,0,0,11455.52,OWN,car,0
32,masters,single,self_employed,3.3,71322.45,12,5,17618.37,0.067,3652.6,0,0,27480.57,RENT,home_improvement,0
50,bachelors,single,retired,9.8,20664.77,25,4,10992.07,0.184,6687.94,0,2,4146.18,OWN,debt_consolidation,0
41,high_school,single,retired,9.9,,16,3,5480.68,0.206,9755.29,0,2,6065.35,MORTGAGE,other,0
42,bachelors,married,salaried,4.9,51711.89,20,8,18607.97,0.478,16900.18,1,0,19121.52,MORTGAGE,home_improvement,1
30,bachelors,single,salaried,2.0,45428.8,5,3,23018.99,0.367,11124.76,0,3,17948.12,MORTGAGE,car,1
21,bachelors,single,salaried,0.0,31025.53,1,2,8327.8,0.459,5200.75,0,0,5998.33,RENT,debt_consolidation,0
43,bachelors,married,salaried,,35375.42,22,7,19229.07,0.372,8471.66,2,1,13510.92,MORTGAGE,home_improvement,0
51,high_school,married,salaried,17.0,20905.41,32,8,6225.39,0.393,5211.49,1,0,6863.69,MORTGAGE,debt_consolidation,1
37,high_school,divorced,self_employed,3.6,18940.38,19,0,8689.72,0.343,3648.06,2,0,2116.98,RENT,home_improvement,1
57,bachelors,single,retired,12.1,25954.27,37,6,21819.58,0.661,18603.01,1,1,1322.86,RENT,debt_consolidation,1
32,high_school,single,salaried,3.6,29615.95,9,3,16123.85,0.145,15081.42,1,0,5833.02,MORTGAGE,credit_card,0
27,bachelors,single,salaried,1.2,28089.08,3,2,12323.58,0.464,13686.56,2,1,2772.82,RENT,debt_consolidation,1
39,bachelors,married,salaried,3.6,,20,2,10335.16,0.461,6929.48,1,3,5374.18,MORTGAGE,car,1
39,bachelors,married,unemployed,0.0,6448.37,20,3,3636.15,0.22,3817.81,1,2,524.11,MORTGAGE,car,1
49,bachelors,single,salaried,14.7,48312.54,25,5,35907.19,0.069,3663.4,0,0,18953.41,MORTGAGE,debt_consolidation,0
31,high_school,married,salaried,5.7,44120.1,8,3,25024.64,0.122,12411.04,0,2,6325.65,RENT,debt_consolidation,0
56,phd,divorced,salaried,10.2,57840.02,33,7,29848.84,0.101,10257.58,0,1,21018.15,OWN,credit_card,0
